Unnamed: 0,Comment,id,date,Pos,Neg,Neu,Car brand,sentiment_score
1284,The facelift on the Alfa looks so bad ,"
 @gavincolgan1827
 ",1 year ago,0.0,0.391,0.609,BMW X3,1
1285,Stelvio for sure.. God German cars are soo boring.,"
 @spagbowlsparmacheese629
 ",2 years ago,0.184,0.202,0.614,BMW X3,2
1286,Why is that yani on this channel? It is not just funny at all. Why does he joke around and wasting viewers’ time. Please get him off from this channel,"
 @scottleo8363
 ",2 years ago,0.126,0.143,0.73,BMW X3,1
1287,Lol,"
 @robertscott305
 ",2 months ago,1.0,0.0,0.0,BMW X3,3
1288,Never Alfa.,"
 @derkunde2703
 ",5 months ago,0.0,0.0,1.0,BMW X3,1
1289,Nah mate...,"
 @ayanami808
 ",2 years ago,0.0,0.583,0.417,BMW X3,3
1290,That BMW looks hideous!  who would spend 80k on that??!,"
 @realtalk7571
 ",2 years ago,0.0,0.0,1.0,BMW X3,1
1291,Yes,"
 @ibrahimusman6
 ",2 years ago,1.0,0.0,0.0,BMW X3,5
1292,That X4 is the ugliest sh*t ever made,"
 @ivanjovanovic362
 ",2 years ago,0.0,0.352,0.648,BMW X3,1
1293,Sorry but this “race” was a real drag. ,"
 @larrysorenson4789
 ",2 years ago,0.0,0.412,0.588,BMW X3,3
1294,Mat,"
 @emineskandari2400
 ",1 year ago,0.0,0.0,1.0,BMW X3,4
1295,"Sporty SUVs, the pointless cars ever made.","
 @gordonnorris4202
 ",2 years ago,0.0,0.0,1.0,BMW X3,5
1296,Marketing,"
 @serfhaserdgjk1276
 ",2 years ago,0.0,0.0,1.0,BMW X3,5
1297,He jump,"
 @user-jg6xi8jk3l
 ",2 years ago,0.0,0.0,1.0,BMW X3,1
1298,Investing in cryptocurrency is one of the best chance of making money.,"
 @maryparlier7640
 ",2 years ago,0.383,0.0,0.617,BMW X3,5
1299,Hi !! how are you? im Chriz for Portugaw,"
 @mrChriz007
 ",1 year ago,0.0,0.0,1.0,BMW X3,1
1300,Fake,"
 @saveriocannata3447
 ",2 years ago,0.0,1.0,0.0,BMW X3,1
1301,Hello,"
 @Discoverartnow
 ",1 month ago,0.0,0.0,1.0,BMW X3,5
1302,"The look of that BMW tho...ugliest piece of sh*t ever. Not denying it is good engine and tech wise apart from those stupid dash dials and archaic infotainment, but the design, jeeez...they need to fire the idiot who designs these new BMW's as they all look absolutely horrid!","
 @steveracer1985
 ",2 years ago (edited),0.089,0.247,0.664,BMW X3,1
1303,"Why woukd anyone waste money on any off these ugly , slow ass rubbish mpg cars","
 @user-sw4go6vc5s
 ",2 years ago,0.0,0.444,0.556,BMW X3,1
1304,"BMW is the fastest but damn, it looks so ugly ! ","
 @m_b5891
 ",2 years ago,0.0,0.548,0.452,BMW X3,1
1305,Buy KISHU fastest growing coin ,"
 @Kahanidilwali
 ",2 years ago,0.298,0.0,0.702,BMW X3,5
1306,Who plays fortnite!,"
 @deadly_skelet_gamer5923
 ",1 year ago,0.534,0.0,0.466,BMW X3,5
1307,Just a shame that the BMW is SOOOOOO UGLY ,"
 @thebeast-puntomk2878
 ",2 years ago,0.0,0.543,0.457,BMW X3,1
1308,"Yeah .. but honestly who’d buy a BMW over an Alfa or Porsche Macan … zero style, zero kudos .. Maybe if you are sponsored by BMW and they didn’t have any Minis left !","
 @jonnyhepworth4063
 ",8 months ago,0.263,0.0,0.737,BMW X3,1
1309,Yanii,"
 @sheril2655
 ",2 years ago,0.0,0.0,1.0,BMW X3,3
1310,Porsche ,"
 @samousse99
 ",1 year ago,0.0,0.0,1.0,BMW X3,5
1311,bmw all the way,"
 @ashersamuel2920
 ",1 year ago,0.0,0.0,1.0,BMW X3,5
1312,"I hate SUV's so much. They are so shitty and pathetic.   
P.S they people who like them are the same.","
 @FahadFSA
 ",2 years ago,0.084,0.412,0.504,BMW X3,1
1313,BMW are crap,"
 @paulharris2124
 ",11 months ago,0.0,0.565,0.435,BMW X3,1
1314,X4 is maybe the UGLIEST BMW ever. Macan is the worst model Porche has manufactured,"
 @mares81
 ",2 years ago (edited),0.0,0.399,0.601,BMW X3,1
1315,That bmw is ugly,"
 @mrd8782
 ",2 years ago,0.0,0.524,0.476,BMW X3,1
1316,i hate bmw,"
 @watzegjemedaarnouvan
 ",2 years ago,0.0,0.787,0.213,BMW X3,1
1317,i hate bmw,"
 @watzegjemedaarnouvan
 ",2 years ago,0.0,0.787,0.213,BMW X3,1
1318,Still the BMW is the uglyest piece of sh....,"
 @mariovago8098
 ",2 years ago (edited),0.0,0.0,1.0,BMW X3,1
1319,The BMW is so Fugly,"
 @brianellis1257
 ",1 year ago,0.0,0.0,1.0,BMW X3,2
1320,i hate bmw i love lambo,"
 @watzegjemedaarnouvan
 ",2 years ago,0.424,0.374,0.202,BMW X3,5
0,BMW X3 vs Mercedes GLC: Which is best? VOTE BELOW!,"


@carwow


 
 @carwow
 








",12 days ago,0.333,0.0,0.667,BMW X3,5
1,X3 was never a looker but this one is by far the best one.,"
 @BuDDa100
 ",12 days ago,0.326,0.0,0.674,BMW X3,5
2,I actually quite like the front end design. BMW hasn't gone bonkers - the lights and grille look well proportioned. I guess it reminds me of slightly older BMW's - same with the interior - but to me that's a good thing!,"
 @TechBaffle
 ",12 days ago (edited),0.187,0.0,0.813,BMW X3,4
3,"It may be out of date, but the interior in the X3 is infinitely more beautiful and useful than the one in the newer BMWs. Same goes for the outside. They have lost the plot.","
 @GermanCptSlow
 ",12 days ago,0.223,0.066,0.711,BMW X3,3
4,"I've had my G01 LCI M40i for a little over a year now. I love it. No major complaints. The B58 is perfect for it. Handles fine. Suspension is decent, unlike the M's which are brutal. No complaints about the interior or exterior styling. I love the exterior styling. The interior is fine. My only complaint comes from the seats. My back doesn't like them. I have the heated and cooled seats. Wish the massaging seats from the M550 were offered. I got spoiled by those and I want them back. Otherwise, I'm pretty happy with the vehicle. I could do without the ""mild hybrid"" 48V BS and the resulting Auto start/stop, but otherwise, all good.","
 @MikeL-FL
 ",12 days ago,0.173,0.101,0.727,BMW X3,4
5,Would take this X3 over a GLC or a Q5 any day! Great looks & great performance and sound the M40i,"
 @jhk2226
 ",12 days ago,0.347,0.0,0.653,BMW X3,5
6,I really think Matt was the one who started the load cover storage campaign that manufacturers now do.,"
 @Mellow6996
 ",12 days ago,0.0,0.0,1.0,BMW X3,5
7,I think this X3 looks very much like the previous X5. Excellent design and timeless. Also inside. Their latest cars.. hmmm,"
 @mrv6159
 ",12 days ago,0.265,0.0,0.735,BMW X3,5
8,"I have never had an issue with BMW styling, and even if I did, the design has grown on me. This one is another great one. One thing though, BMW designs always stay modern.","
 @snbala
 ",12 days ago,0.117,0.0,0.883,BMW X3,5
9,I've got my 30i now for 5 days and I can say I'm so happy. It's almost perfect. The build quality is light years ahead of previous f31 I have owned. That car was such a crap on the inside.  Everything squeaked and creaked. l love this x3. Best car ever. Wouldn't trade it for the latest GLE that I occasionally drive.,"
 @hefic
 ",6 days ago,0.236,0.037,0.727,BMW X3,5
10,"Got the ix3 that looks identical and honestly love this car. It's well built, the styling is old fashioned which for me is a positive and the amount of buttons inside is a dream (I'm old fashioned like that). Like how the front looks too and it drives better then the x5 - it just handles better and more fun. My lease is up next year and I'm most likely going to keep the car forever and get something like a used 2017 x5 for my off roading needs. Ive never had the feeling that I would want to keep a car until this one so fingers crossed nothing breaks before (or after) the next year haha!","
 @SpaceRock93
 ",12 days ago (edited),0.27,0.01,0.72,BMW X3,5
11,"I brought a X3 2.0i M sport with lots of options last year.
Took 7 months to order it.
It a good car to be honest.
Does everything I need it to do.
Very frugal average around 50 miles per gallon on motor way, around town it drops to 25mpg
Can't complain","
 @georgeyung3546
 ",12 days ago,0.162,0.0,0.838,BMW X3,4
12,"I'm looking forward to the future models as well, as the new BMW designs have a perfect balance between the interior and exterior, and the M Sport package truly embodies the essence of BMW's design.","
 @Ksm0122
 ",9 days ago,0.225,0.0,0.775,BMW X3,5
13,"I've said it a couple of times already but you should definately include the daytime running lights in the reviews! They really are a huge part of the design and in lots of occasions there are design options depending on your trim choice!
Why not to include them???","
 @tommimerilainen4753
 ",11 days ago,0.091,0.0,0.909,BMW X3,4
14,"M40i definitely best choice, because b58. But 30i also a good choice, very good on gas, handles well, tech is still modern, love the physical buttons. I think it looks great.","
 @alexgogolitsyn5849
 ",12 days ago,0.544,0.0,0.456,BMW X3,5
15,"I've been driving this exact same car, same colour, same hybrid version since October 2021. So, here's my take on it. Brilliant!!! I even have the  real M-Sports seats (not these standard seats shown here), which are a delight, both optically and from a comfort aspect. The engine, in Sport Mode, with that extra battery power to boost acceleration, is really amazing. Top speed? Well, I live in Germany so am often on the Autobahn. 200kph is no problem and the car sits like it's stuck to the road. Handling is good, interior is pleasing and very functional, I agree that the front is not the most attractive car on the road. Negatives? The battery range is crap. However.... The displayed battery range depends on how you have driven the car before depleting the battery. If you were pedal to the metal all the time, the range after the next charge will be crap. If you were driving conservatively, accelerating slowly and using the cruise control, you will get a displayed range of over 40 km. What you won't ever get is the advertised 55 kms. My last car was the 2 litre X3 diesel. The car before that was the 3,5 litre 4 Series Grand Coupé. I do have some small complaints, but on the whole am very happy. Oh yeh, I test drove the Mercedes GLC 300e Plug in Hybrid. Full battery, in October, 19 degrees C ambient temperature. Range, 19 kilometers. Yes, Mercedes bullshits too!!!","
 @robertw.1499
 ",12 days ago (edited),0.131,0.046,0.822,BMW X3,4
16,"I came from a 981 Cayman S that I had driven daily for 10 years to an X3 M40i. I'm so impressed with the car, it's the perfect blend of practicality, comfort, and performance when you need it. Sure it doesn't quite have the poise and fun handling of the Cayman, but it's so much easier to live with in a 1 car garage. I was worried about reviewers saying the ride was harsh, to me on terrible Scottish road surfaces it's really comfortable without being wafty, really quiet on the interior too. Love that this model has proper buttons rather than touchscreen everything. Only thing I really miss is the Burmeister Stereo from the Porsche, the Harman Kardon isn't even close to that (although that was a £3k option so can't expect it to be. I cross shopped with a Macan S / GTS, and the BMW was £20-30k cheaper with similar options, a no brainer.","
 @user-bh5yi2zv8i
 ",5 days ago,0.147,0.093,0.76,BMW X3,4
17,The facelift has only been available at the dealership for little over a year now. So definitely not a couple of years old.,"
 @mazo7846
 ",12 days ago (edited),0.13,0.0,0.87,BMW X3,2
18,"Matt, I'd like to see your take on Mazda CX-60. With inline 6 (or even hybrid), rear wheel drive or awd with rear bias, most motoring journalists call it Japanese X3. Some even said it is nicer to sit in than in Genesis, as you mentioned it in this video. But so far I haven't seen a video with brutal practicality honesty as you do.... Heck, maybe even do a comparison test of X3, GLC, CX-60 and Genesis!","
 @TRONICSfer
 ",10 days ago (edited),0.099,0.081,0.82,BMW X3,3
19,"Loved the review!
I would love to see the BMW X3 30d and see how it compares to the hybrid version","
 @whoopo4376
 ",12 days ago,0.318,0.0,0.682,BMW X3,5
20,I have an idea! Make a video with all those plug-in-hybrids in only electric mode to see their range in the real world!,"
 @mihailatanasov3808
 ",10 days ago (edited),0.0,0.0,1.0,BMW X3,5
21,This car looks amazing from every angle especially in the white colour,"
 @bobdave2858
 ",12 days ago (edited),0.257,0.0,0.743,BMW X3,5
22,"Having lived with an Xdrive30i X3, i loved using it simply because it wasn't all that complicated. It was logically laid out and the boot was large enough to live with. Ended up switching to a G05 Xdrive30d X5 later on","
 @nicholasp7594
 ",12 days ago,0.093,0.0,0.907,BMW X3,4
23,"X3 , Love this car, I have the same exact color and spec  great car and definitely worth every penny, already took a family vacation so comfy and beautiful to look at","
 @topshelfornoshelf2158
 ",11 days ago (edited),0.416,0.0,0.584,BMW X3,5
24,I can't get enough of your videos! Each one is better than the last. Keep up the amazing work and keep us hooked with your content,"
 @Victoria_Your_new_girlfriend_8
 ",12 days ago,0.233,0.0,0.767,BMW X3,5
25,"Would love to see how it drives compared to a Stelvio and a Macan. I'd never buy an SUV but I'd like to see the mechanical differences between them, supposedly they are the three ones with the best handling","
 @nomad6-1
 ",12 days ago,0.255,0.0,0.745,BMW X3,4
26,I think the best engine for this car is the 3 litre diesel from personal experience,"
 @Speeedandpoweeer
 ",12 days ago,0.244,0.0,0.756,BMW X3,5
27,Excellent review Matt as always.,"
 @patriciafox9688
 ",10 days ago,0.481,0.0,0.519,BMW X3,5
28,I have no clue what Matt is talking about. I think the X3 looks great from every angle,"
 @florianhaffner3910
 ",12 days ago,0.202,0.108,0.69,BMW X3,5
29,"Love your work, Mat.","
 @davidkeenan5989
 ",12 days ago,0.583,0.0,0.417,BMW X3,5
30,"Happily driving an X3 M40i as a daily. Prefered it over a bulky X5 M50D (yes Diesel, not Petrol - due to low down torque). But also prefer it over the X5 40i. For me it's a perfect all rounder, but I realise I'm probably in the minority :)","
 @yesitsme8943
 ",12 days ago,0.215,0.029,0.756,BMW X3,4
31,I maybe one of a small few to say this but I much prefer the interior with physical touch buttons rather than a digital screen,"
 @neoman7792
 ",12 days ago,0.0,0.0,1.0,BMW X3,3
32,I drive a 2019 X3 M40i. It's all the car that I need in terms of size and performance.,"
 @calvinchann1996
 ",12 days ago,0.0,0.0,1.0,BMW X3,5
33,"If I need to get an A-to-B car, I'd rather have the new X1, cheaper and just as spacious. The all screen interior is well integrated and doesn't look nearly as bad as the 3 series and 7 series.","
 @jkliao6486
 ",8 days ago,0.053,0.088,0.859,BMW X3,4
34,"I have the exact same car. and yes indeed the electrical side is not the most successful. on the other hand, it is so much more pleasant to drive than these competitors! and there are still real buttons and a real old-fashioned interior which I particularly like","
 @mathisbarbosa5988
 ",11 days ago,0.233,0.06,0.707,BMW X3,3
35,"Mat is definitely a trend aficionado when he calls things old-fashioned, which he does occasionally when describing some features (like USB 2.0) .","
 @fuzzynutter8344
 ",12 days ago (edited),0.119,0.0,0.881,BMW X3,3
36,Plugin hybrids and EVs are great for people who need to work in their cars and garage.  Being able to plug into the wall socket effectively turns the garage into a usable extra room in the house.  Can't do that with a pure ICE vehicle.,"
 @doggyppants9846
 ",10 days ago,0.146,0.0,0.854,BMW X3,5
37,G01 X3 is so underrated. Great value compared to rivals and M40 performance is unreal. Keeps up with most of the best cars and Xdrive works well on country roads.,"
 @JP-mg5hv
 ",12 days ago,0.344,0.0,0.656,BMW X3,5
38,"as an owner, I cannot recommend one of these enough","
 @Rekeza
 ",12 days ago,0.0,0.209,0.791,BMW X3,1
39,"hey I just wanna mention that the hybrid models do not necessary handle the least well, in fact the battery pack which is set on the floor of the vehicle helps lowering the mass center.","
 @antoinecolonval8186
 ",12 days ago,0.069,0.102,0.829,BMW X3,3
40,X3M competition all the way for performance handling and looks the only negative is the price ,"
 @chrisbutcher5179
 ",1 day ago,0.0,0.198,0.802,BMW X3,4
41,The BMW X3 is truly a budget-friendly alternative to the X5.,"
 @WayApp
 ",10 days ago,0.244,0.0,0.756,BMW X3,5
42,"As an ix3 owner - the 2022 update - I can only say it is the best BMW choice, no weird high luggage floor and definitely a pretty decent actual range. Plus it has no real disadvantages compared to the iX.
It’s a lot of fun with the rear wheel drive!
Conclusion: Plug-in hybrids are obsolete.","
 @tomvandebeek
 ",12 days ago,0.205,0.165,0.63,BMW X3,4
43,"Traded my F80 M3 in a few years ago for a face-lifted GO1 X3 and they’re genuinely lovely cars. The pre 2017 models were awful but the GO1 was a huge step up then the facelift just topped it off. 

Picked mine up for £52k and I just couldn’t justify the extra £20k on the X5, it didn’t feel like the huge gap that previously was between the X3 and X5.","
 @user-un9mk6cz1q
 ",11 days ago,0.153,0.026,0.821,BMW X3,4
44,"I'm currently driving one on a road trip through the US. It's quite nice, my main complaints would be awful audio and a fairly huge blind spot.","
 @Airblader
 ",11 days ago,0.16,0.249,0.592,BMW X3,4
45,"Hi. To use launch control, you need to do it this way:

1 - Press the brake pedal firmly.

2 - Fully accelerate the vehicle, causing the engine RPM to rise to 2,000 or higher.

3 - Release the brake pedal.

4 - Experience a rapid launch, propelling you to 60 mph in no time.","
 @NSerrao
 ",10 days ago,0.0,0.047,0.953,BMW X3,4
46,We just bought on of these and we are loving it so far!,"
 @monk7931
 ",12 days ago,0.259,0.0,0.741,BMW X3,5
47,Please talk about engine specs and engine choices more in the future reviews.,"
 @maxruxa
 ",11 days ago,0.161,0.0,0.839,BMW X3,4
48,Fun fact it's actually the first time I've heard Mat say you should avoid a car,"
 @lehlohonolompeke6489
 ",11 days ago,0.178,0.119,0.703,BMW X3,4
49,"Interesting about the lack of regen braking. Currently driving a 530e and it'll come to a complete stop on level ground, although admittedly not fast enough for proper one-pedal driving.","
 @ApurtureSci
 ",12 days ago,0.084,0.14,0.776,BMW X3,3
50,"I must be one of the luck few, because I just took delivery of my X3 M40i last month, and it's the most comfy car I've ever owned when driving in Comfort mode and on the 19"" wheels.  I was pleasantly surprised since most of the review videos I've seen said that the drive in these was jarring at best.  Maybe it's a brand new car with a new suspension.  But this car is more comfortable than my BMW 5 Series sedan and even my V6 Toyota from  before.","
 @Investor9872
 ",12 days ago,0.161,0.0,0.839,BMW X3,5
51,Been my favorite normal car since 2015 ,"
 @juicegod777
 ",12 days ago,0.333,0.0,0.667,BMW X3,5
52,Quite a watchable and informative video ,"
 @ki5168
 ",12 days ago,0.0,0.0,1.0,BMW X3,5
53,"Best looking beamer after m5cs, but they killed that w the new design too","
 @thiccshrimp
 ",12 days ago,0.131,0.315,0.554,BMW X3,4
54,Had a brand newone 2 years and getting a brand new one next month even the same colour - absolutely love it,"
 @retiredfirefighteruk1713
 ",2 days ago,0.209,0.0,0.791,BMW X3,5
55,"For shopping BMW, remember that only buy their inline 6 (either both Gas or Diesel) with mild hybrid. Will never let you down (performances' wise)","
 @yahtadi5152
 ",7 days ago,0.0,0.0,1.0,BMW X3,4
56,we bought the x3 last year. tought we would get electric seats as standard but got manual adjustments. ordered harman kardon but didnt get that either because of “ship shortages”. and the dashboard is analog while a month later they all get the digital dash. and also no storage nets behind the seats or in the boot… what a shame bmw,"
 @snoopdagg7900
 ",12 days ago,0.0,0.109,0.891,BMW X3,1
57,"I hear what you're saying about bike meets. I have only gone to a local one at The Raven in Whitchurch with biker friends and we tend to just look at the different bikes and sometimes the owners will come over for a chat. Otherwise it certainly is a bit of a click.
I guess bikers are a strange phenomenon ","
 @senayah
 ",10 days ago,0.098,0.032,0.87,BMW X3,3
58,This X3 can't look better than this,"
 @fatlindhalili1937
 ",12 days ago,0.0,0.286,0.714,BMW X3,2
59,The best BMW by far for in such a long time. I love it,"
 @ncabayezwemamba2241
 ",11 days ago (edited),0.457,0.0,0.543,BMW X3,5
60,"Had a not so good day, came home, saw this video and my face immediately lit up. Thank you Matthew.","
 @kennedymwangi1602
 ",12 days ago,0.111,0.134,0.755,BMW X3,1
61,Big a fan of your video reviews. Would love to see a review video of BMW X4 in XDrive 30i trim ,"
 @syedarslanhaider310
 ",12 days ago,0.277,0.0,0.723,BMW X3,5
62,Looks better than actual new M cars ,"
 @zeuslightning911
 ",12 days ago,0.367,0.0,0.633,BMW X3,5
63,Wow a new BMW that doesnt look awful :),"
 @Blaze-rq4uj
 ",12 days ago,0.456,0.18,0.363,BMW X3,5
64,just shock with very low electric rage i use diesel trim the annoying things is turn circle very wide thank you Matt for nice review as always.,"
 @superpoon16
 ",12 days ago,0.15,0.311,0.539,BMW X3,2
65,2 series active tourer PHEV is a better bet and needs reviewing by Matt. 1.5 litre engine and bigger battery with more power and cheaper and quicker than the X3 PHEV… almost as much boot space as well.,"
 @Hurdy_guy
 ",12 days ago,0.189,0.0,0.811,BMW X3,4
66,"Looks are subjective, I think it’s nice. Infotainment is good too","
 @willgoodchild4343
 ",12 days ago,0.416,0.0,0.584,BMW X3,4
67,"Finally! I was waiting for this video from a long time, the last x3 review you did was around 5-7 years ago. Great review!","
 @user-fh8zk3pr7p
 ",11 days ago,0.182,0.0,0.818,BMW X3,5
