Name,Comment,Date,Model
Mark-C,Intrigued? No!,"March 23, 2022",Maserati Grecale
Wab1974uk,"Apart from the Ford Puma headlights, I don't mind the look of that.Certainly better looking than most other SUV'sEdited by Wab1974uk on Wednesday 23 March 09:13","March 23, 2022",Maserati Grecale
misterblonde,"I have a family. I want a car that carries my three kids and sounds nice. I am consigned to SUVs. I was looking forward to seeing this (not that I can afford one).But this is soooooo dull. Front end of a Puma grafted to the back end of a Focus. Urgh. A wasted opportunity, especially when Maser had some hype after the awesome MC20.","March 23, 2022",Maserati Grecale
Arsecati,"Take the badges off, and that could literally be ANY other SUV/Crossoverthing: Nissan? Ford? Kia? Alfa Romeo? Infiniti? All of them? Another identikit SUV/Crossoverthing, churned out in hope of appeasing the masses.","March 23, 2022",Maserati Grecale
TA14,"misterblonde said:I have a family. I want a car that carries my three kids and sounds nice. I am consigned to SUVs. I was looking forward to seeing this (not that I can afford one).But this is soooooo dull. Front end of a Puma grafted to the back end of a Focus. Urgh. A wasted opportunity, especially when Maser had some hype after the awesome MC20.Whilst there is clearly a large part of the population that want SUVs, I wonder how many are like you and (assuming that money was not a problem) might prefer a Bellagio or an XF V8 estate but are stuffed due to lack of availability. (OK, not many for the top end cars but those flagship models have lesser siblings.)","March 23, 2022",Maserati Grecale
MrGeoff,Inoffensive blob.,"March 23, 2022",Maserati Grecale
WCZ,looks alright to methe point here is it's getting people ready for the ferrari suv which is not actually an suv,"March 23, 2022",Maserati Grecale
Manic Street Sleeper,"It might be getting the PH masses ready to slag off the Ferrari FUV, but you do remember that Maserati and Ferrari are under different ownership now ?","March 23, 2022",Maserati Grecale
hornbaek,I have seen it in the flesh and it looks nice enough. It has a similar size than a Mecan or Stelvio. The interior looks much nicer than that in the Stelvio. With 500+ bhp it could be a good alternative than the usual suspects.,"March 23, 2022",Maserati Grecale
big_rob_sydney,"I'm looking at the price of petrol these days and just wondering at what point ICE becomes the pariah, and BEV becomes the saviour. Currently 166.9 means around £140 for a full refill of my old lexus...As it stands, I just cannot see how every future car purchase wont be a BEV. Recharging costs pennies by comparison, and if you have your own PV (and battery) setup at home, it can be near enough free motoring, with a ""full tank"" every single day, and no need to ever set foot in a local suburban service station ever again.I just don't see how cars this maser will survive at all, and even the thought of buying something that is likely to become an ICE orphan product, well, it just doesn't make any sense for MY use case.In saying that, for what it is, I think it's an okay product, although I'd be going for an alfa if this were my target segment.","March 23, 2022",Maserati Grecale
LuS1fer,"big_rob_sydney said:I'm looking at the price of petrol these days and just wondering at what point ICE becomes the pariah, and BEV becomes the saviour. Currently 166.9 means around £140 for a full refill of my old lexus...As it stands, I just cannot see how every future car purchase wont be a BEV. Recharging costs pennies by comparison, and if you have your own PV (and battery) setup at home, it can be near enough free motoring, with a ""full tank"" every single day, and no need to ever set foot in a local suburban service station ever again.I just don't see how cars this maser will survive at all, and even the thought of buying something that is likely to become an ICE orphan product, well, it just doesn't make any sense for MY use case.In saying that, for what it is, I think it's an okay product, although I'd be going for an alfa if this were my target segment.While the 5p cut in fuel duty is risible, you cannot calculate comparable costs until your electricity cost pretty much doubles throughout the course of the year. I am a light single person user and already have to pay an extra £50 a month to stay on track.There again, being retired, my fuel costs are very low, regardless so could not justify an EV.","March 23, 2022",Maserati Grecale
CDP,"big_rob_sydney said:I'm looking at the price of petrol these days and just wondering at what point ICE becomes the pariah, and BEV becomes the saviour. Currently 166.9 means around £140 for a full refill of my old lexus...As it stands, I just cannot see how every future car purchase wont be a BEV. Recharging costs pennies by comparison, and if you have your own PV (and battery) setup at home, it can be near enough free motoring, with a ""full tank"" every single day, and no need to ever set foot in a local suburban service station ever again.I just don't see how cars this maser will survive at all, and even the thought of buying something that is likely to become an ICE orphan product, well, it just doesn't make any sense for MY use case.In saying that, for what it is, I think it's an okay product, although I'd be going for an alfa if this were my target segment.If you can afford to pay the £100,00 or so for the top model I'm not sure the cost of the fuel is that much of a bother. Not being able to drive it into a lot of the Asian cities might be more of an issue.A car for the Middle East and USA?","March 23, 2022",Maserati Grecale
big_rob_sydney,"As it stands, I just cannot see how every future car purchase wont be a BEV. Recharging costs pennies by comparison, and if you have your own PV (and battery) setup at home, it can be near enough free motoring, with a ""full tank"" every single day, and no need to ever set foot in a local suburban service station ever again.I just don't see how cars this maser will survive at all, and even the thought of buying something that is likely to become an ICE orphan product, well, it just doesn't make any sense for MY use case.In saying that, for what it is, I think it's an okay product, although I'd be going for an alfa if this were my target segment.If you can afford to pay the £100,00 or so for the top model I'm not sure the cost of the fuel is that much of a bother. Not being able to drive it into a lot of the Asian cities might be more of an issue.A car for the Middle East and USA?I get the point that ""rich people"" can do whatever they like, and throw money away. But if they were truly rich, instead of a £100,000 car, maybe they'd be driving something more expensive?My point is more aimed at average people with good jobs, who will PCP their car. The monthly rental cost, PLUS the fuel bill (plus whatever else), keeps adding up. At some point, middle class buyers will be starting to ask ""Is it really worth it?""","March 23, 2022",Maserati Grecale
Water Fairy,"misterblonde said:I have a family. I want a car that carries my three kids and sounds nice. I am consigned to SUVs. I was looking forward to seeing this (not that I can afford one).But this is soooooo dull. Front end of a Puma grafted to the back end of a Focus. Urgh. A wasted opportunity, especially when Maser had some hype after the awesome MC20.Why are you consigned to an SUV? Sounds like you've given up.","March 23, 2022",Maserati Grecale
Arsecati,"misterblonde said:I have a family. I want a car that carries my three kids and sounds nice. I am consigned to SUVs. I was looking forward to seeing this (not that I can afford one).But this is soooooo dull. Front end of a Puma grafted to the back end of a Focus. Urgh. A wasted opportunity, especially when Maser had some hype after the awesome MC20.'Consigned' to an SUV? Huh? You have heard of estate cars, yeah? Or the vehicle even more suited to your needs - an actual MPV/PC which was effectively designed for your very situation? Such a ludicrous thing to say that you are 'consigned' to an SUV, purely because you have 3 kids!!","March 23, 2022",Maserati Grecale
renorti,It is a bit lackluster really.,"March 23, 2022",Maserati Grecale
magic Monkey Dust,"big_rob_sydney said:I get the point that ""rich people"" can do whatever they like, and throw money away. But if they were truly rich, instead of a £100,000 car, maybe they'd be driving something more expensive?My point is more aimed at average people with good jobs, who will PCP their car. The monthly rental cost, PLUS the fuel bill (plus whatever else), keeps adding up. At some point, middle class buyers will be starting to ask ""Is it really worth it?""Anybody looking at these types of cars really shouldn't be worrying about fuel costs. I don't like this macan clone but if i was without taste or partially blind then road tax and mpg are almost inconsequential in this price bracket. I can't tell you how much a petrol Range Rover does to a 100 quid's worth of liquid gold but not much, if potential owners with money in the bank are concerned with costs they would have bought/ will buy a vehicle with those criteria in mind.In this price bracket , owners of these types of SUV who live near me couldn't care less about fuel costs as it simply frees up the roads.","March 24, 2022",Maserati Grecale
