Name,Comment
stevemacqueen,"HiCan someone tell me where to find the OBD port on a UK Stelvio Milano please?I've searched everywhere underneath the dashboard, steering column and there is no sign of a flap or opening or removable casingThanks"
,
bazzbazz,"No flap or opening, it should just be at the bottom right corner where the lower dash meets the side panelling. It just sits there in the corner exposed.Look in this area -"
stevemacqueen,Thanks for the info: spot on!
Isotope,The Giulia has it almost in the same place iirc?
chopper602,It's pretty much locked down though isn't it ?
bazzbazz,Don't understand what you mean by that? Please explain.
TheGrimJeeper,"He's asking about the SGW for ODB access:OBD problems ?Read on the USA forum about someone having problems accessing the ecu's with MES on 2018 and later models ...... Will not just impact MES of course, but ALL OBD scanners and 3rd party apps using OBD. Direct from MES mouth. Bad news for 2018 onwards owners : Unfortunately we cannot do anything...www.alfaowner.com"
lambroukos13,"Dear AlfistiI wanted to ask for the my23 facelift led lights and digital cluster, do you know the part numbers and availability?thanks in advance"
,
cue2,Those headlights are going to cost a fortune. A set of Bixenons are £2500 aren’t they?The lamps and cluster may not be plug and play but they are likely to be assigned to a particular Vin.
lambroukos13,I don’t believe will be that expensive…yes both headlights and digital cluster require coding but this is not something difficult/expensive
cue2,The current lamps are 4 times the price of Giulietta lamps.heres a new Audi A6 lamp
ScanianMan,"The guys at Etuners Motorsport seem to have access to OEM items.Alfa Romeo Stelvio Club | Facebookthe aim of this group is to exchange on all themes related to Stelvio, to share common passion for Alfa’s latest SUV.www.facebook.com"
lambroukos13,Indeed. Although when I asked them for part numbers they stay silent….everything they sell is overpriced….
shpuncik,seems like not yet available. even dealer hasn't got it for now.
lambroukos13,Yes those are not widely available…but will be soon as been told from my trusty dealer
Isotope,"I did the front brake pads today and I looked at a couple of videos on the net and they all seem to miss a simple thing to make the changing fairly easy. Most of the videos make the point that the pipe to the caliper is a solid pipe, so you don't want to put it under too much stress. What I noticed is that the solid pipe is terminated at a hose clipped to a bracket on the part labelled 5 in the following picture. On the bottom of the bracket the ABS sensor wire, there's not a lot of slack in this and it is held in a rubber grommet, slide this out of the bracket by pushing it down from the car. Then if you remove the two studs and 10mm nuts holding the bracket, you can manoeuvre the caliper around on the flexible hose to use piston spreader. I did try pushing by hand but one piston went in and another came out, so best to use the correct tool, and you won't spoil the caliper paint etc using g-clamps and the like. Hope that helps anyone thinking of doing it themselves?https://motori.quotidiano.net/wp-content/uploads/2018/11/02_Front-suspension-Alfa-Romeo-patented-structures-and-solutions-768x590.jpg"
,
Isotope,"I only got the pad warning last weekend and as you can see there's about 2mm left, luckily caught this before I needed new discs!! Doing some gently running in now of the new pads!!"
Isotope,First time I've worked on a caliper with pistons on both sides so no sliding pin mukarky like you get on cheaper setups. There was about 1mm difference between the wear on the inner and outer pads but nothing like I have seen in the past when the pins seize etc!!
symon,You had your monies worth from those.
Isotope,Must admit I was surprised how low they were but luckily no damage to the discs!!
Isotope,"They have done 20,000 miles so I'm pretty impressed, my previous cars with less BHP used to do about 10k at the most!!"
gogsygtv,"I got one of those double sided caliper tools for about a tenner on ebay, looks like the ratchet wont stand up to much abuse but for all the times i'll use it will do fine. I did mine last year, the rears are pretty easy as single pot / one sided.Just to add on the fronts and that metal brake line - when you pop out the grommet the pipe is still sitting inside a metal ring, it is very easy to scrape the pipe and damage the plastic coating exposing the metal to corrosion. I nicked mine slightly, so gave it a touch up with a bit of hammarite so there was no bare metal."
Isotope,"I think I probably have the same tool, it cost me £15 and like you say will probably be used twice (left and right caliper) every 2 years unless you do trackdays!"
shpuncik,"from time when you get brake pads warning it's said you can do another ~1000km. of course it meant daily regular driving, on mountain roads you won't last 1000km with such pads."
cue2,"Stelvio Car Configurator - Build Your SUV | Alfa Romeo UKThanks to Alfa Romeo online car configurator you can design your Stelvio car that caters to your lifestyle. Build the best SUV you desire now!www.alfaromeo.co.ukCompetitzione doesn’t get carbon interior accents, even as an option. Not surprising as the complexity reduction only really gives a choice of colours."
,
alfaitalia,"And only 4 colours (but one does not count as it's matt!) and only one interior ""choice""....."
